"PersonId","TaskType","credits","PeriodStart","PeriodEnd"
"PID0023","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0023","Email workflow",0,"2026-01-04","2026-07-04"
"PID0023","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0023","Document and comment",0,"2026-01-04","2026-07-04"
"PID0023","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0023","General assistance",0,"2026-01-04","2026-07-04"
"PID0023","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0024","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0024","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0024","Email workflow",0,"2026-01-04","2026-07-04"
"PID0024","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0024","Document and comment",0,"2026-01-04","2026-07-04"
"PID0024","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0024","General assistance",0,"2026-01-04","2026-07-04"
"PID0024","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0025","Write or debug code",1,"2026-01-04","2026-07-04"
"PID0025","Meeting workflow",4.7,"2026-01-04","2026-07-04"
"PID0025","Email workflow",3.9,"2026-01-04","2026-07-04"
"PID0025","Communication workflow",0.6,"2026-01-04","2026-07-04"
"PID0025","Document and comment",4.2,"2026-01-04","2026-07-04"
"PID0025","Analysis and research",8,"2026-01-04","2026-07-04"
"PID0025","General assistance",3,"2026-01-04","2026-07-04"
"PID0025","Specialised workflow",1,"2026-01-04","2026-07-04"
"PID0026","Write or debug code",2.2,"2026-01-04","2026-07-04"
"PID0026","Meeting workflow",11.4,"2026-01-04","2026-07-04"
"PID0026","Email workflow",2.1,"2026-01-04","2026-07-04"
"PID0026","Communication workflow",3,"2026-01-04","2026-07-04"
"PID0026","Document and comment",7.1,"2026-01-04","2026-07-04"
"PID0026","Analysis and research",5.6,"2026-01-04","2026-07-04"
"PID0026","General assistance",3.2,"2026-01-04","2026-07-04"
"PID0026","Specialised workflow",10.4,"2026-01-04","2026-07-04"
"PID0027","Write or debug code",2.4,"2026-01-04","2026-07-04"
"PID0027","Meeting workflow",1,"2026-01-04","2026-07-04"
"PID0027","Email workflow",0.3,"2026-01-04","2026-07-04"
"PID0027","Communication workflow",0.5,"2026-01-04","2026-07-04"
"PID0027","Document and comment",0.1,"2026-01-04","2026-07-04"
"PID0027","Analysis and research",1.3,"2026-01-04","2026-07-04"
"PID0027","General assistance",0.6,"2026-01-04","2026-07-04"
"PID0027","Specialised workflow",1.1,"2026-01-04","2026-07-04"
"PID0028","Write or debug code",10.2,"2026-01-04","2026-07-04"
"PID0028","Meeting workflow",67.2,"2026-01-04","2026-07-04"
"PID0028","Email workflow",20.7,"2026-01-04","2026-07-04"
"PID0028","Communication workflow",14.5,"2026-01-04","2026-07-04"
"PID0028","Document and comment",111,"2026-01-04","2026-07-04"
"PID0028","Analysis and research",74.7,"2026-01-04","2026-07-04"
"PID0028","General assistance",29.2,"2026-01-04","2026-07-04"
"PID0028","Specialised workflow",10,"2026-01-04","2026-07-04"
"PID0029","Write or debug code",51.6,"2026-01-04","2026-07-04"
"PID0029","Meeting workflow",23.6,"2026-01-04","2026-07-04"
"PID0029","Email workflow",15.5,"2026-01-04","2026-07-04"
"PID0029","Communication workflow",33,"2026-01-04","2026-07-04"
"PID0029","Document and comment",18.2,"2026-01-04","2026-07-04"
"PID0029","Analysis and research",6.9,"2026-01-04","2026-07-04"
"PID0029","General assistance",100.6,"2026-01-04","2026-07-04"
"PID0029","Specialised workflow",42.1,"2026-01-04","2026-07-04"
"PID0030","Write or debug code",4.7,"2026-01-04","2026-07-04"
"PID0030","Meeting workflow",4.7,"2026-01-04","2026-07-04"
"PID0030","Email workflow",6.4,"2026-01-04","2026-07-04"
"PID0030","Communication workflow",16.7,"2026-01-04","2026-07-04"
"PID0030","Document and comment",9.6,"2026-01-04","2026-07-04"
"PID0030","Analysis and research",0.6,"2026-01-04","2026-07-04"
"PID0030","General assistance",26.8,"2026-01-04","2026-07-04"
"PID0030","Specialised workflow",2,"2026-01-04","2026-07-04"
"PID0031","Write or debug code",72.4,"2026-01-04","2026-07-04"
"PID0031","Meeting workflow",128.6,"2026-01-04","2026-07-04"
"PID0031","Email workflow",255.2,"2026-01-04","2026-07-04"
"PID0031","Communication workflow",43.8,"2026-01-04","2026-07-04"
"PID0031","Document and comment",71.2,"2026-01-04","2026-07-04"
"PID0031","Analysis and research",46.6,"2026-01-04","2026-07-04"
"PID0031","General assistance",92.9,"2026-01-04","2026-07-04"
"PID0031","Specialised workflow",136.1,"2026-01-04","2026-07-04"
"PID0032","Write or debug code",4.1,"2026-01-04","2026-07-04"
"PID0032","Meeting workflow",16.3,"2026-01-04","2026-07-04"
"PID0032","Email workflow",7.5,"2026-01-04","2026-07-04"
"PID0032","Communication workflow",8,"2026-01-04","2026-07-04"
"PID0032","Document and comment",6.3,"2026-01-04","2026-07-04"
"PID0032","Analysis and research",29.5,"2026-01-04","2026-07-04"
"PID0032","General assistance",10.7,"2026-01-04","2026-07-04"
"PID0032","Specialised workflow",27.7,"2026-01-04","2026-07-04"
"PID0033","Write or debug code",75.7,"2026-01-04","2026-07-04"
"PID0033","Meeting workflow",17.5,"2026-01-04","2026-07-04"
"PID0033","Email workflow",13.9,"2026-01-04","2026-07-04"
"PID0033","Communication workflow",39.8,"2026-01-04","2026-07-04"
"PID0033","Document and comment",9.9,"2026-01-04","2026-07-04"
"PID0033","Analysis and research",49.7,"2026-01-04","2026-07-04"
"PID0033","General assistance",18.7,"2026-01-04","2026-07-04"
"PID0033","Specialised workflow",40.1,"2026-01-04","2026-07-04"
"PID0034","Write or debug code",6.3,"2026-01-04","2026-07-04"
"PID0034","Meeting workflow",38.6,"2026-01-04","2026-07-04"
"PID0034","Email workflow",32.8,"2026-01-04","2026-07-04"
"PID0034","Communication workflow",13.4,"2026-01-04","2026-07-04"
"PID0034","Document and comment",59.8,"2026-01-04","2026-07-04"
"PID0034","Analysis and research",62.9,"2026-01-04","2026-07-04"
"PID0034","General assistance",4.2,"2026-01-04","2026-07-04"
"PID0034","Specialised workflow",11.6,"2026-01-04","2026-07-04"
"PID0035","Write or debug code",34.4,"2026-01-04","2026-07-04"
"PID0035","Meeting workflow",8.3,"2026-01-04","2026-07-04"
"PID0035","Email workflow",28.5,"2026-01-04","2026-07-04"
"PID0035","Communication workflow",49.8,"2026-01-04","2026-07-04"
"PID0035","Document and comment",45,"2026-01-04","2026-07-04"
"PID0035","Analysis and research",8.9,"2026-01-04","2026-07-04"
"PID0035","General assistance",23.7,"2026-01-04","2026-07-04"
"PID0035","Specialised workflow",17.1,"2026-01-04","2026-07-04"
"PID0036","Write or debug code",24.5,"2026-01-04","2026-07-04"
"PID0036","Meeting workflow",10.5,"2026-01-04","2026-07-04"
"PID0036","Email workflow",1.8,"2026-01-04","2026-07-04"
"PID0036","Communication workflow",7.6,"2026-01-04","2026-07-04"
"PID0036","Document and comment",43.6,"2026-01-04","2026-07-04"
"PID0036","Analysis and research",19.8,"2026-01-04","2026-07-04"
"PID0036","General assistance",22.1,"2026-01-04","2026-07-04"
"PID0036","Specialised workflow",20.9,"2026-01-04","2026-07-04"
"PID0037","Write or debug code",2.2,"2026-01-04","2026-07-04"
"PID0037","Meeting workflow",0.4,"2026-01-04","2026-07-04"
"PID0037","Email workflow",3,"2026-01-04","2026-07-04"
"PID0037","Communication workflow",1.9,"2026-01-04","2026-07-04"
"PID0037","Document and comment",5.8,"2026-01-04","2026-07-04"
"PID0037","Analysis and research",4.2,"2026-01-04","2026-07-04"
"PID0037","General assistance",0.8,"2026-01-04","2026-07-04"
"PID0037","Specialised workflow",2.6,"2026-01-04","2026-07-04"
"PID0038","Write or debug code",102.5,"2026-01-04","2026-07-04"
"PID0038","Meeting workflow",18.4,"2026-01-04","2026-07-04"
"PID0038","Email workflow",37.5,"2026-01-04","2026-07-04"
"PID0038","Communication workflow",76.7,"2026-01-04","2026-07-04"
"PID0038","Document and comment",18.7,"2026-01-04","2026-07-04"
"PID0038","Analysis and research",86.5,"2026-01-04","2026-07-04"
"PID0038","General assistance",161.3,"2026-01-04","2026-07-04"
"PID0038","Specialised workflow",14.8,"2026-01-04","2026-07-04"
"PID0039","Write or debug code",33.6,"2026-01-04","2026-07-04"
"PID0039","Meeting workflow",35.9,"2026-01-04","2026-07-04"
"PID0039","Email workflow",15.6,"2026-01-04","2026-07-04"
"PID0039","Communication workflow",23.9,"2026-01-04","2026-07-04"
"PID0039","Document and comment",148,"2026-01-04","2026-07-04"
"PID0039","Analysis and research",190.8,"2026-01-04","2026-07-04"
"PID0039","General assistance",65.8,"2026-01-04","2026-07-04"
"PID0039","Specialised workflow",30,"2026-01-04","2026-07-04"
"PID0040","Write or debug code",66.7,"2026-01-04","2026-07-04"
"PID0040","Meeting workflow",9.4,"2026-01-04","2026-07-04"
"PID0040","Email workflow",11.6,"2026-01-04","2026-07-04"
"PID0040","Communication workflow",21.3,"2026-01-04","2026-07-04"
"PID0040","Document and comment",109,"2026-01-04","2026-07-04"
"PID0040","Analysis and research",49.3,"2026-01-04","2026-07-04"
"PID0040","General assistance",13.1,"2026-01-04","2026-07-04"
"PID0040","Specialised workflow",25.2,"2026-01-04","2026-07-04"
"PID0041","Write or debug code",21,"2026-01-04","2026-07-04"
"PID0041","Meeting workflow",12.6,"2026-01-04","2026-07-04"
"PID0041","Email workflow",17.1,"2026-01-04","2026-07-04"
"PID0041","Communication workflow",40.4,"2026-01-04","2026-07-04"
"PID0041","Document and comment",25.1,"2026-01-04","2026-07-04"
"PID0041","Analysis and research",14.5,"2026-01-04","2026-07-04"
"PID0041","General assistance",34,"2026-01-04","2026-07-04"
"PID0041","Specialised workflow",15.3,"2026-01-04","2026-07-04"
"PID0042","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0042","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0042","Email workflow",0,"2026-01-04","2026-07-04"
"PID0042","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0042","Document and comment",0,"2026-01-04","2026-07-04"
"PID0042","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0042","General assistance",0,"2026-01-04","2026-07-04"
"PID0042","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0043","Write or debug code",236.6,"2026-01-04","2026-07-04"
"PID0043","Meeting workflow",270.1,"2026-01-04","2026-07-04"
"PID0043","Email workflow",288.1,"2026-01-04","2026-07-04"
"PID0043","Communication workflow",131.2,"2026-01-04","2026-07-04"
"PID0043","Document and comment",117.4,"2026-01-04","2026-07-04"
"PID0043","Analysis and research",111.4,"2026-01-04","2026-07-04"
"PID0043","General assistance",70.6,"2026-01-04","2026-07-04"
"PID0043","Specialised workflow",280.2,"2026-01-04","2026-07-04"
"PID0044","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0044","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0044","Email workflow",0,"2026-01-04","2026-07-04"
"PID0044","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0044","Document and comment",0,"2026-01-04","2026-07-04"
"PID0044","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0044","General assistance",0,"2026-01-04","2026-07-04"
"PID0044","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0045","Write or debug code",0.9,"2026-01-04","2026-07-04"
"PID0045","Meeting workflow",0.2,"2026-01-04","2026-07-04"
"PID0045","Email workflow",0.3,"2026-01-04","2026-07-04"
"PID0045","Communication workflow",0.3,"2026-01-04","2026-07-04"
"PID0045","Document and comment",0.1,"2026-01-04","2026-07-04"
"PID0045","Analysis and research",0.5,"2026-01-04","2026-07-04"
"PID0045","General assistance",0.2,"2026-01-04","2026-07-04"
"PID0045","Specialised workflow",0.1,"2026-01-04","2026-07-04"
"PID0046","Write or debug code",48,"2026-01-04","2026-07-04"
"PID0046","Meeting workflow",163.3,"2026-01-04","2026-07-04"
"PID0046","Email workflow",59,"2026-01-04","2026-07-04"
"PID0046","Communication workflow",51.1,"2026-01-04","2026-07-04"
"PID0046","Document and comment",34.1,"2026-01-04","2026-07-04"
"PID0046","Analysis and research",97.6,"2026-01-04","2026-07-04"
"PID0046","General assistance",323.2,"2026-01-04","2026-07-04"
"PID0046","Specialised workflow",19.2,"2026-01-04","2026-07-04"
"PID0047","Write or debug code",5.5,"2026-01-04","2026-07-04"
"PID0047","Meeting workflow",1.7,"2026-01-04","2026-07-04"
"PID0047","Email workflow",1.8,"2026-01-04","2026-07-04"
"PID0047","Communication workflow",7.3,"2026-01-04","2026-07-04"
"PID0047","Document and comment",1.5,"2026-01-04","2026-07-04"
"PID0047","Analysis and research",2.4,"2026-01-04","2026-07-04"
"PID0047","General assistance",1.5,"2026-01-04","2026-07-04"
"PID0047","Specialised workflow",2.1,"2026-01-04","2026-07-04"
"PID0048","Write or debug code",2,"2026-01-04","2026-07-04"
"PID0048","Meeting workflow",13.3,"2026-01-04","2026-07-04"
"PID0048","Email workflow",12.4,"2026-01-04","2026-07-04"
"PID0048","Communication workflow",19,"2026-01-04","2026-07-04"
"PID0048","Document and comment",4.3,"2026-01-04","2026-07-04"
"PID0048","Analysis and research",12.3,"2026-01-04","2026-07-04"
"PID0048","General assistance",1.4,"2026-01-04","2026-07-04"
"PID0048","Specialised workflow",7.9,"2026-01-04","2026-07-04"
"PID0049","Write or debug code",38.5,"2026-01-04","2026-07-04"
"PID0049","Meeting workflow",29.6,"2026-01-04","2026-07-04"
"PID0049","Email workflow",87.1,"2026-01-04","2026-07-04"
"PID0049","Communication workflow",287.8,"2026-01-04","2026-07-04"
"PID0049","Document and comment",10.7,"2026-01-04","2026-07-04"
"PID0049","Analysis and research",25.1,"2026-01-04","2026-07-04"
"PID0049","General assistance",44.9,"2026-01-04","2026-07-04"
"PID0049","Specialised workflow",87.5,"2026-01-04","2026-07-04"
"PID0050","Write or debug code",46.3,"2026-01-04","2026-07-04"
"PID0050","Meeting workflow",26.7,"2026-01-04","2026-07-04"
"PID0050","Email workflow",134.7,"2026-01-04","2026-07-04"
"PID0050","Communication workflow",167.3,"2026-01-04","2026-07-04"
"PID0050","Document and comment",56.7,"2026-01-04","2026-07-04"
"PID0050","Analysis and research",109.6,"2026-01-04","2026-07-04"
"PID0050","General assistance",36.5,"2026-01-04","2026-07-04"
"PID0050","Specialised workflow",40,"2026-01-04","2026-07-04"
"PID0051","Write or debug code",170.5,"2026-01-04","2026-07-04"
"PID0051","Meeting workflow",90.8,"2026-01-04","2026-07-04"
"PID0051","Email workflow",56.1,"2026-01-04","2026-07-04"
"PID0051","Communication workflow",264.1,"2026-01-04","2026-07-04"
"PID0051","Document and comment",223,"2026-01-04","2026-07-04"
"PID0051","Analysis and research",75.1,"2026-01-04","2026-07-04"
"PID0051","General assistance",78,"2026-01-04","2026-07-04"
"PID0051","Specialised workflow",273.2,"2026-01-04","2026-07-04"
"PID0052","Write or debug code",4.4,"2026-01-04","2026-07-04"
"PID0052","Meeting workflow",1.2,"2026-01-04","2026-07-04"
"PID0052","Email workflow",2.3,"2026-01-04","2026-07-04"
"PID0052","Communication workflow",1.3,"2026-01-04","2026-07-04"
"PID0052","Document and comment",5,"2026-01-04","2026-07-04"
"PID0052","Analysis and research",0.9,"2026-01-04","2026-07-04"
"PID0052","General assistance",1.9,"2026-01-04","2026-07-04"
"PID0052","Specialised workflow",3,"2026-01-04","2026-07-04"
"PID0053","Write or debug code",30.3,"2026-01-04","2026-07-04"
"PID0053","Meeting workflow",84,"2026-01-04","2026-07-04"
"PID0053","Email workflow",50,"2026-01-04","2026-07-04"
"PID0053","Communication workflow",16.5,"2026-01-04","2026-07-04"
"PID0053","Document and comment",24.1,"2026-01-04","2026-07-04"
"PID0053","Analysis and research",10.3,"2026-01-04","2026-07-04"
"PID0053","General assistance",27.2,"2026-01-04","2026-07-04"
"PID0053","Specialised workflow",122.8,"2026-01-04","2026-07-04"
"PID0054","Write or debug code",622.2,"2026-01-04","2026-07-04"
"PID0054","Meeting workflow",437.1,"2026-01-04","2026-07-04"
"PID0054","Email workflow",1398.6,"2026-01-04","2026-07-04"
"PID0054","Communication workflow",637.9,"2026-01-04","2026-07-04"
"PID0054","Document and comment",101.6,"2026-01-04","2026-07-04"
"PID0054","Analysis and research",958.8,"2026-01-04","2026-07-04"
"PID0054","General assistance",1018.6,"2026-01-04","2026-07-04"
